2310 22744
2107 1306 10
2173 909 20
686 942 17
587 855 64
1068 1594 23
1418 582 62
1031 1413 78
1143 2145 77
1092 419 4
12 1819 17
356 1340 47
1521 1427 77
2284 831 50
1732 1341 34
1087 1768 21
11 1386 26
122 87 58
1227 1895 57
562 1227 18
1858 1381 19
2050 1620 44
674 338 9
754 465 35
1465 1497 38
1305 905 64
866 736 12
1376 694 61
2257 1654 76
1501 82 21
1289 1489 53
1142 1529 16
1012 1133 15
2007 2015 70
118 1387 16
1943 254 79
2167 2211 14
257 1445 45
1260 1463 82
2240 2036 70
2190 1749 78
610 1081 76
1175 1678 66
483 1216 40
1467 2091 43
1392 592 27
129 1496 29
1517 421 53
1876 1467 60
2085 54 54
1903 245 57
410 732 77
228 1730 40
1902 1234 62
930 209 39
10 105 45
562 430 61
548 23 78
525 1692 53
1270 1320 14
282 2161 30
1589 97 49
116 6 21
270 2204 13
1825 83 80
1912 1028 21
1798 161 19
587 2133 62
1610 2080 6
327 1511 75
331 333 1
1797 508 64
1670 1436 68
130 2151 80
1172 594 56
530 1879 36
536 1399 25
1595 1232 16
2254 1503 23
504 1616 64
1126 1480 64
1052 750 38
704 1435 9
403 1779 11
181 853 78
753 799 31
799 567 9
615 2020 40
141 1827 37
239 1447 40
414 293 70
1254 109 29
682 1853 74
1722 1795 63
1274 1226 8
1520 945 45
2202 1525 56
1437 1863 23
1006 772 27
1599 1593 26
1670 1612 3
1519 1599 17
1990 732 72
1581 1099 69
1163 1561 13
1296 701 43
1312 1654 30
686 2214 18
1275 350 52
1543 1495 29
728 2220 59
2119 1236 13
1993 1368 1
1781 2103 57
283 1397 23
630 1521 4
510 444 24
386 1116 73
2051 478 31
14 1026 23
1886 2293 27
1701 469 74
1673 2010 33
373 494 10
2205 1158 9
278 1522 67
1573 806 18
696 1436 68
1015 1269 18
883 2012 53
367 2074 14
155 448 12
1466 1218 49
2191 284 5
1127 1933 42
1786 205 27
157 1912 18
477 1739 68
1865 1254 28
1195 1668 76
1948 513 51
1706 376 32
827 1650 3
476 213 15
1315 1261 56
1067 1173 27
2286 1234 16
1894 1811 7
1005 844 35
2051 597 19
947 1910 1
2101 453 11
401 1449 7
2278 857 14
743 483 44
771 824 3
1993 1381 51
90 770 6
251 1077 4
1400 182 10
1 27 25
2156 569 39
171 1240 4
395 1285 9
466 781 52
901 1191 39
1345 2184 14
188 521 35
1924 1270 68
1932 2169 19
1770 2044 15
1750 1075 2
1168 1313 82
347 378 20
1345 1619 82
436 2062 16
91 2301 37
322 397 59
1673 464 33
2136 405 46
541 2269 34
923 1761 63
160 1854 34
1169 956 82
746 682 14
1934 989 28
671 2151 6
1959 1223 41
810 1779 48
541 742 27
918 646 43
1209 505 50
1408 1220 4
1228 2157 69
349 1076 42
1244 1995 16
527 447 24
1634 1514 60
1051 1630 23
2037 1087 16
1056 2201 44
671 2209 5
2179 79 77
1074 1890 81
261 741 58
551 790 59
1193 366 9
1849 420 11
1494 1983 80
2292 960 15
1641 792 51
1286 162 37
1248 1116 58
1892 696 52
785 144 67
2226 1942 41
1235 1659 5
1632 246 51
2063 1833 65
262 1682 32
2133 1717 61
794 1335 14
1393 405 78
270 2227 12
1742 1830 14
633 751 20
1706 1243 79
1735 547 25
2182 1568 61
1913 1704 16
86 796 56
1654 982 58
604 274 82
619 1675 46
235 593 54
1961 1024 6
1216 2002 1
1586 904 16
1343 896 34
1175 1542 42
1627 2186 29
756 1818 17
29 1029 7
386 1885 42
1727 72 26
60 1369 36
2100 1461 62
2039 180 1
359 514 9
981 824 68
1569 3 54
1628 1752 62
2207 1614 51
860 23 80
1891 2240 78
1896 1434 61
2308 1430 57
1646 170 78
1405 586 49
1280 2098 21
384 1773 37
1405 1464 34
1096 488 10
133 252 9
1118 160 35
1388 2196 44
2301 2188 51
662 243 80
1090 1879 63
1204 1516 36
2257 201 40
685 71 62
1758 1238 61
437 464 11
2212 1537 15
2196 831 68
1252 1932 34
2294 1375 61
1470 1889 58
2161 1341 24
1136 479 50
1896 261 34
1723 1692 64
1520 755 82
1223 1609 41
1231 1560 51
1782 76 64
91 263 59
1001 261 2
1468 152 2
2179 41 81
674 731 57
694 511 80
1597 1443 43
830 1715 79
2153 1929 7
1433 572 60
598 473 39
1801 2092 69
782 470 39
2278 2040 56
640 844 24
1857 1851 5
641 2229 54
1993 80 56
40 615 39
1975 668 65
1939 2122 11
2071 1819 37
2066 257 16
351 662 56
96 1891 22
2107 677 9
2000 256 38
2012 1986 77
444 250 21
130 488 73
559 1248 71
2173 291 32
1970 1123 10
860 733 32
2002 824 80
75 1636 67
475 298 27
1765 500 41
473 481 56
138 1688 70
375 864 64
2181 196 58
2149 1683 37
667 2186 42
1673 2166 26
591 1007 23
930 1827 25
2156 1377 10
1145 1354 2
1015 125 75
942 328 23
1946 22 82
1178 2021 67
1229 377 4
1548 371 70
2 1861 8
551 572 65
746 1091 29
1222 586 53
1564 528 36
1910 1933 7
508 861 29
288 419 6
2301 1457 50
999 1533 78
1817 2186 9
1454 2063 44
2012 2017 36
1620 473 56
2275 617 80
148 523 59
1995 284 52
1628 422 46
1222 2198 21
974 1357 44
807 607 37
473 1636 70
461 183 14
1971 877 7
943 2008 7
1586 1091 53
1344 470 55
542 782 27
1435 2232 57
925 2034 9
1348 1438 16
1135 1188 76
104 1665 49
1517 1482 47
622 98 51
124 471 33
2097 1307 6
1944 1647 34
1369 1981 52
1382 811 3
2189 885 32
1162 2231 57
7 1200 28
1675 881 43
1970 2080 10
1180 797 24
279 309 43
259 1820 40
1189 304 26
2030 1389 27
1278 1745 12
2302 248 55
1783 204 17
660 676 64
2047 2177 12
2144 129 70
799 879 67
922 2044 53
40 281 32
845 1541 41
647 929 28
1222 1434 54
538 1702 41
1013 1642 47
476 1385 69
1558 749 67
221 670 24
1574 1195 49
2282 2257 57
1249 515 35
1740 262 19
988 1643 18
1339 1735 63
1013 1165 59
1729 259 10
2200 666 52
1465 1443 49
1583 1066 75
142 1926 71
1562 1198 61
907 2227 11
1555 2205 73
259 795 28
2018 1325 38
2055 2297 50
162 2258 37
1267 1253 55
1315 815 30
1420 1492 62
1643 1258 47
677 738 18
1206 1035 43
767 1929 50
1236 1365 75
1827 539 55
1233 1284 22
2079 1788 33
459 1107 55
1552 1921 79
854 172 53
1414 1402 2
1263 433 15
1645 1566 74
1346 1538 30
948 1979 71
704 79 60
1213 511 66
1210 551 36
2302 2277 9
1976 1461 70
649 1762 16
1687 1147 44
479 885 59
2110 2044 21
592 1915 33
1033 917 40
2077 457 8
1292 1578 81
1635 1430 33
2132 2262 25
1604 2220 81
862 1441 15
397 801 34
1947 1703 66
1240 2142 4
513 220 30
719 1047 13
2274 1557 39
949 1167 65
2196 1424 56
1855 1359 69
1784 193 11
416 839 23
844 1430 45
862 252 54
2218 220 68
1086 332 12
928 1144 1
2120 2289 63
855 1504 79
939 1759 76
1332 1782 53
1896 841 5
1715 636 51
324 1308 49
873 1661 72
2256 1174 76
859 1189 59
229 592 52
457 303 11
1106 1059 23
467 1914 80
287 870 52
1556 2164 39
1475 2117 46
1085 1478 14
1508 724 60
2304 456 6
648 656 43
841 1940 49
1888 255 80
1112 1147 43
533 2185 15
274 1181 26
81 1775 15
1917 477 16
156 242 9
564 766 70
1866 356 26
1979 273 48
770 5 38
2276 486 46
732 2026 12
289 1600 3
115 239 65
249 1351 70
16 2184 70
2172 1236 62
147 874 58
1016 284 11
126 1767 7
1105 1568 76
1634 2278 81
1280 335 63
1813 403 6
342 1210 30
1156 1070 48
930 2265 4
559 79 5
713 1376 6
1466 1988 3
1064 29 42
873 2203 33
1649 457 20
502 274 56
145 442 42
928 1133 26
209 1345 41
2293 1195 67
1396 517 60
611 425 33
718 277 45
2213 1296 2
1663 2013 30
14 1223 17
868 1662 57
1413 1447 61
985 455 8
2173 1576 36
54 914 48
1227 557 46
2034 199 22
1061 978 72
1793 806 29
1862 1169 42
768 96 52
60 1846 8
642 583 16
1117 1353 69
127 1193 10
2021 24 39
2092 301 41
1387 1147 15
945 855 5
607 1047 53
927 2118 29
1906 1298 62
591 2142 63
1003 1606 62
1049 7 26
863 356 60
995 1687 30
637 965 64
1241 1022 37
487 1618 22
1141 626 8
1057 1357 7
2239 659 42
2072 1290 51
1847 1777 76
1635 83 35
285 513 32
118 2297 58
778 7 39
619 780 25
1813 154 61
1515 1339 28
545 1863 48
1226 520 75
187 1017 30
619 1126 13
2262 95 81
201 925 5
1335 1796 74
1652 1917 39
620 1517 49
584 906 29
2212 77 25
778 290 48
1115 106 6
1037 989 46
1278 2146 56
669 66 3
379 506 6
117 1011 18
551 1126 9
724 833 57
142 2230 64
1099 1541 21
1964 1287 63
992 1090 31
550 404 18
1599 49 76
1352 2223 17
1888 1385 43
1365 1844 43
595 1448 71
177 1 53
2277 1341 57
71 566 41
81 731 10
1276 205 40
2069 256 52
376 554 14
225 524 16
1339 1511 28
2188 869 13
2034 888 54
1764 1713 78
476 415 45
303 1289 3
232 1623 59
983 2037 8
1819 215 15
1960 925 20
1424 695 57
1984 955 12
2195 152 58
1634 1797 46
781 1564 82
1631 128 79
975 1934 53
142 661 74
1293 1365 9
1415 1943 36
1268 1266 59
1533 55 52
2 1668 2
1453 574 29
941 1908 22
263 143 17
1965 1632 1
1080 1656 54
1426 582 76
1819 2299 31
994 593 58
1266 425 61
99 491 62
1975 154 3
1329 1889 52
1218 524 39
1762 1398 14
517 2106 62
49 409 36
759 1106 43
1934 230 72
2040 117 1
1531 1300 48
1664 1011 81
2032 1921 10
494 1430 81
180 534 43
135 1396 30
1274 1373 61
1139 176 35
108 1158 6
550 1142 64
2269 2147 45
2216 303 67
1434 2120 56
1269 1287 57
1649 339 23
1882 2082 9
1369 2134 50
199 904 71
1091 540 3
1030 926 19
744 1993 31
1437 647 57
1626 1922 32
18 123 41
1099 8 43
1457 1553 66
2156 2178 25
1372 314 10
1372 1947 9
259 1823 80
1349 2217 4
1835 1349 9
192 616 42
294 287 13
760 2073 50
2025 437 44
2065 892 75
301 314 30
338 1616 27
679 1225 55
1174 1098 79
2195 392 50
879 1094 53
625 2116 60
185 1667 79
719 1415 28
862 1080 27
340 662 47
191 860 12
2105 931 58
1266 514 6
402 1739 63
1886 1666 65
2089 83 66
1767 1924 65
1 1083 11
1450 616 77
455 147 82
2259 352 32
696 392 76
1687 458 57
952 913 19
493 1739 48
362 1270 67
1407 139 42
153 483 74
27 236 37
919 132 21
589 1159 81
1162 2128 59
1607 2135 16
2145 37 42
837 828 40
1439 930 62
448 1000 15
1960 1024 18
18 837 53
1741 2071 35
1212 696 56
1751 1205 49
1511 221 50
1387 1623 42
1208 1906 47
1146 1187 26
2000 1898 69
1223 1665 19
1402 104 41
634 809 18
1944 1710 1
1259 486 20
610 1125 4
425 650 5
786 314 53
288 257 30
1869 1736 23
313 9 67
2034 1098 73
1294 1675 17
1321 1934 10
1623 648 6
430 667 73
1026 1407 15
1037 17 45
1959 673 59
2252 552 11
1685 1116 35
622 408 57
377 99 54
1355 1856 77
1940 1086 2
84 2301 1
51 688 42
2239 1207 82
2276 684 48
1395 2171 55
729 1353 19
324 2051 78
1438 1634 80
1769 1157 5
2033 1654 65
42 2233 76
100 771 80
1915 730 58
456 103 75
1729 1806 75
304 1438 47
767 1395 24
2041 1519 9
416 1179 8
1586 600 69
795 2177 68
218 1725 33
1995 1330 79
1125 1052 82
924 669 9
1222 2140 7
2090 725 68
1560 149 76
292 540 26
101 866 67
1006 1560 17
1835 445 32
1936 1791 7
432 1587 69
175 533 13
1863 1279 38
1874 2138 70
444 96 28
2052 2028 17
299 152 9
2227 460 61
1986 1553 81
1581 380 24
907 1798 75
1529 449 29
1803 782 52
346 2301 68
1 986 3
1128 465 1
2035 1563 27
2300 1077 72
1002 824 42
780 255 46
1557 1959 3
1670 1676 16
1318 490 68
1 1511 2
736 935 35
2168 381 40
1072 1306 21
1881 1370 80
2303 297 9
1046 3 24
237 219 34
2308 764 35
530 1616 11
1777 1639 74
1664 2080 64
1979 2213 79
98 968 34
1748 1023 8
1935 322 49
580 1710 36
11 956 62
1314 221 44
123 1427 10
2010 2143 67
2102 801 7
973 613 69
980 2147 52
1396 2086 17
2037 1152 4
1063 2296 18
1900 1727 1
530 2064 25
1426 884 79
2174 2238 44
1429 1183 34
1678 1446 68
1328 152 66
465 1271 14
1695 132 4
1452 504 24
707 595 38
868 150 51
1192 355 79
487 955 52
965 675 46
1175 436 65
969 2173 29
236 611 51
1066 1563 51
1637 1755 53
2168 963 77
919 288 25
231 1212 78
1461 1092 50
614 54 17
863 165 50
138 40 81
413 545 47
499 319 33
1356 387 35
573 1349 28
1438 837 28
1506 1816 57
1179 697 7
462 1819 5
1546 1683 16
546 1947 70
553 209 82
1895 1377 35
377 1529 77
1046 447 70
2218 1810 28
163 1203 24
917 944 5
764 1892 37
113 1041 11
1410 1874 62
2182 1871 79
858 1468 41
1067 2057 4
570 1548 38
1209 1612 36
1721 1831 44
1514 590 19
1566 927 6
383 58 1
50 1436 15
1760 388 28
1816 1972 9
1048 107 5
2013 1025 50
242 1518 43
1778 1110 17
2073 1290 37
2119 1746 39
1820 1747 44
1434 450 9
121 2051 21
671 1840 13
199 926 36
982 1201 22
564 1100 16
2129 1981 16
1053 1282 2
1054 169 44
1538 231 15
1267 1393 82
939 2184 51
915 1287 2
1543 1051 31
2172 19 34
1822 1457 54
2022 1602 14
1006 2202 57
1920 1615 51
366 641 41
1936 183 69
928 909 32
829 2219 51
2013 116 55
1402 1897 12
256 989 80
2020 1633 72
1285 1616 13
1572 867 12
748 2202 55
2139 1299 3
1763 526 77
1422 1528 18
2213 1205 66
164 916 38
302 1757 54
1186 1252 33
449 664 36
138 681 52
1009 1849 25
720 1234 28
2141 2081 52
1612 74 65
1142 2063 42
2194 2125 66
1388 810 34
933 956 13
153 615 28
1722 1552 60
184 109 59
1389 1039 32
2129 2260 38
2277 327 33
454 2217 9
2151 561 57
814 334 21
1244 135 38
2072 704 53
601 2219 39
1571 2213 33
1505 313 10
378 2123 28
1798 1695 22
1215 1111 7
2273 2090 8
242 15 22
1239 1782 20
1931 1635 11
1155 899 51
1955 1000 2
1960 769 20
74 2245 31
933 295 72
1441 1920 65
718 1822 2
1589 1441 45
28 2238 12
1098 1016 77
213 1008 18
485 2010 33
2160 1446 17
1220 1066 24
67 762 15
1328 858 58
267 906 5
126 342 4
1733 218 29
1588 1992 1
583 1697 23
1564 467 53
1399 1178 4
2162 2090 9
1542 1656 33
19 1991 9
1371 1680 13
956 456 48
1441 1423 24
436 2262 41
1496 202 77
1264 1941 11
200 562 29
1839 1984 5
2029 66 11
783 685 49
725 251 11
1107 1010 6
375 1522 42
944 737 62
831 2261 37
1821 1118 67
847 265 42
1584 1249 34
366 576 72
2288 1855 79
764 683 24
772 1475 25
1190 55 9
586 987 70
326 1011 39
343 1150 12
2173 341 12
1732 703 49
1403 767 47
1258 1204 17
1663 1436 75
2263 861 5
654 1131 64
1000 2276 12
855 1346 4
1814 288 42
78 1271 8
213 669 17
1997 2022 24
17 1280 4
166 1547 26
1590 529 11
287 1663 54
1507 1849 4
1680 1293 82
561 141 31
1150 781 5
1202 875 49
1529 1316 79
446 1144 51
1170 1461 73
1547 1108 70
1623 1120 79
1067 1626 37
463 1101 75
1013 2019 67
1443 36 71
646 1380 19
35 1545 48
939 1032 61
202 1965 76
1412 2289 80
2186 228 28
886 1603 49
166 975 3
2269 2009 39
1648 2131 34
2009 383 70
1406 1721 9
44 1208 55
313 1910 17
180 1580 14
293 899 68
1575 1789 48
1012 1234 81
2303 698 74
717 878 65
1557 1289 78
1143 1211 36
1718 1761 48
347 867 82
601 619 11
1684 1760 75
1438 1773 1
2091 322 72
1902 1060 34
1800 605 30
2029 402 44
495 604 18
655 443 7
947 2152 49
1150 461 28
1962 1759 78
1614 1686 9
1510 663 80
1366 2102 1
229 53 7
966 1969 74
194 2137 18
20 1750 33
2232 1377 68
1796 1190 32
537 1646 10
1230 1689 67
164 967 50
630 127 32
214 994 11
841 194 68
479 746 59
795 814 37
1360 294 48
32 1518 50
181 1780 12
1163 2183 49
1842 1205 80
1720 2007 72
847 1402 61
375 243 53
992 627 79
115 1770 3
1521 1840 5
774 1608 15
1323 771 53
1053 1156 64
1517 1305 9
261 1826 21
1698 163 56
471 1111 22
2275 1262 21
811 2220 75
1326 1101 74
58 1574 19
235 768 70
1293 1120 72
784 1948 55
553 607 67
1581 506 43
612 1586 66
1626 58 46
2086 416 80
912 1915 54
2169 49 4
1738 812 80
859 1452 76
346 1056 43
1830 142 63
145 444 42
1876 641 72
1200 1632 60
928 2030 23
831 1508 9
1196 704 11
500 1608 3
2262 1638 33
1037 702 49
303 954 82
2273 869 24
469 2060 70
2150 728 57
710 333 21
1568 1002 34
460 576 51
496 1373 79
87 258 20
1655 994 57
699 2276 56
899 813 44
2301 1264 42
1538 1229 30
1252 2161 42
2288 1866 9
1377 886 70
1258 775 71
1074 2198 50
566 977 8
1867 446 22
1299 214 22
1555 322 80
227 678 2
1990 959 5
745 1377 47
801 169 50
484 2096 19
70 1339 28
1035 1310 46
719 2190 29
527 1539 27
1499 1217 82
636 1573 35
1101 508 66
1048 1922 13
1413 1030 6
746 1193 69
1453 725 35
276 846 13
1684 1423 63
1100 1570 68
288 1547 71
51 332 4
2230 451 74
774 2127 12
1244 659 77
1414 69 70
657 2188 69
1330 584 63
855 2090 2
456 1727 4
504 100 2
288 1420 80
1171 39 69
963 711 50
834 1624 74
692 186 31
981 218 69
1810 1890 20
2307 1978 12
980 1782 14
1530 1669 30
2081 116 31
658 1230 44
2211 1608 7
793 1842 75
206 1801 67
2120 788 23
587 1725 12
601 1391 25
2129 1028 20
1475 1991 3
2063 2253 44
1027 1524 8
101 1857 27
1470 1392 54
469 1259 24
461 1014 71
1354 153 74
1540 422 82
2298 645 13
1995 2260 27
448 643 6
1946 1015 27
2259 1441 29
97 194 75
443 1113 27
124 1899 9
867 2010 30
2133 1283 46
1046 1111 46
1346 1119 18
1547 1985 10
1409 157 13
216 502 44
24 667 3
2299 1023 5
1195 259 63
2101 2093 72
1838 2010 40
982 2173 40
2242 1126 40
1096 1492 36
1341 1891 20
703 1097 31
373 431 51
1963 1379 44
1027 15 33
905 1202 25
1378 1364 29
724 1128 73
1003 2242 37
1228 1601 18
745 2163 9
2232 439 5
1687 367 24
1389 889 8
636 1054 17
1242 2157 82
923 1551 46
2023 1339 35
1412 625 31
457 339 46
771 1519 14
1440 1719 26
2265 1321 31
261 516 7
1188 1629 22
140 1229 51
81 1378 61
368 1628 10
735 1208 31
1625 1084 45
1363 1912 58
1357 2268 55
2175 1863 69
401 99 30
1756 1595 79
615 621 66
725 1687 51
1519 1253 65
1040 1121 4
314 2014 68
1936 56 9
1112 1316 29
710 411 12
2242 1167 51
930 996 76
1561 1330 73
686 1945 55
2180 258 62
1978 348 23
2243 145 9
650 1055 82
2291 957 75
955 813 61
473 2222 19
1602 11 5
433 1074 40
2097 1888 51
167 1664 76
1931 827 1
2209 1503 69
746 1619 69
988 214 13
133 323 65
1956 2298 14
2188 1609 56
854 592 68
2095 626 45
1319 1972 10
535 319 31
170 1548 77
45 1337 72
432 920 42
982 1659 17
296 1978 38
1242 1721 1
587 654 64
743 1526 38
1462 299 13
1374 154 20
591 1355 8
1006 603 1
2168 1030 53
1410 1147 36
1930 1971 75
2136 1050 2
1212 1855 57
153 900 71
517 1464 1
2032 526 25
860 1298 53
1659 1245 24
964 2017 47
2019 260 43
619 446 48
279 1447 62
514 2079 61
2274 1065 79
1389 2228 73
1041 2127 9
118 689 73
585 1687 75
2144 1080 22
924 1121 74
925 646 79
7 1273 67
1336 1783 57
1790 2128 38
716 1305 64
1974 1375 39
2207 1025 36
113 328 4
1954 1232 69
1680 607 24
1432 1 13
1389 1405 7
700 184 30
1697 2278 47
379 513 61
2194 2096 4
2095 969 9
216 1444 36
287 2116 12
2224 1884 20
1553 1421 32
1868 873 9
865 1402 54
462 2073 15
152 2022 32
310 2172 16
1894 1588 34
1897 710 44
13 534 67
188 207 18
598 280 2
1102 1259 57
865 1347 15
1605 1962 11
782 1480 55
1210 2119 31
132 2109 12
1697 674 47
416 1952 38
1131 2069 39
1395 2098 47
2042 867 76
1903 569 17
1330 2104 50
318 693 24
180 1120 27
1432 1145 4
4 2134 35
1342 346 39
856 513 38
769 1109 23
1694 458 31
1717 1753 75
1738 673 71
2211 311 41
1265 1055 9
507 1993 1
1091 1385 7
288 601 79
2145 1100 18
747 1853 59
1407 1276 34
1657 1997 27
930 191 60
1488 936 76
1661 2073 80
1434 233 60
1728 314 31
2010 2259 46
1085 655 22
83 651 26
1972 784 51
1787 204 18
2116 1181 54
792 404 57
23 2077 57
529 1770 59
1243 1172 11
657 1571 31
1964 1034 1
2254 1656 30
206 560 64
2249 1134 12
1507 231 14
1156 1306 55
1558 287 33
1933 74 77
1815 1235 64
107 925 21
1836 477 78
1670 2074 44
1957 1862 16
1105 574 3
262 758 25
29 272 5
1290 1713 16
1247 1037 23
1734 553 24
2073 2011 9
1683 1826 47
317 845 14
2159 338 29
6 2062 47
1077 87 21
596 1018 35
248 1252 58
211 1249 55
1312 24 4
120 948 21
2082 1507 41
428 1356 66
819 1650 48
2071 403 47
1114 697 67
2011 457 45
845 1232 32
2262 1276 70
2094 1691 68
707 1410 4
1174 103 82
679 1673 11
1704 2128 81
511 2278 70
1916 2101 36
859 1130 68
2079 935 69
1132 2235 11
1012 1958 34
121 1975 12
1025 262 34
2051 13 33
1456 1082 15
265 840 52
1774 1094 77
1108 468 18
1726 647 59
150 1931 78
405 1076 79
1860 1010 39
229 1408 29
1553 1895 79
1713 2299 27
1897 904 80
156 1425 12
520 790 49
138 847 4
1549 226 1
326 1741 53
519 2061 79
609 1820 18
999 2257 59
1591 198 32
477 2021 37
2192 1587 69
167 636 21
349 1388 45
183 2190 63
1195 1182 66
848 1586 42
2113 2108 38
263 217 56
717 652 13
414 448 25
521 1524 5
472 67 18
1240 1871 19
1124 350 7
212 883 28
2263 1638 31
1885 1804 11
482 1396 3
1084 1217 17
706 1938 9
292 1817 7
1020 382 5
1782 233 16
2180 696 8
1099 320 80
1 1986 11
1585 2216 27
32 643 65
808 1846 9
770 2298 28
304 1018 74
2240 976 9
2104 730 23
1638 588 75
1965 1165 51
1587 989 40
1954 973 27
865 1010 53
951 304 75
1054 1081 74
1340 407 29
700 312 28
102 530 38
962 1234 45
1052 925 80
541 1485 41
2289 1161 18
2035 1214 9
2047 1049 63
1692 915 29
326 85 18
2078 283 74
1782 1047 48
500 1798 51
1154 838 2
1234 1478 37
232 1585 72
1416 1190 63
1732 1270 46
309 198 36
279 422 68
366 343 34
2015 484 32
1690 1622 35
1578 665 62
1538 521 26
1259 1739 6
1311 1592 47
1956 2192 69
1575 104 32
9 1988 24
1738 192 18
407 1913 42
1498 947 18
2073 662 67
403 1322 15
189 2235 16
1907 810 70
1066 115 35
1006 1437 82
1842 2164 22
2055 2244 16
1445 266 42
949 230 54
682 94 59
1839 1665 28
890 1809 65
1004 480 20
1003 471 5
878 1871 5
578 367 41
2222 756 7
1065 1325 37
2258 663 39
130 2106 32
1292 1817 46
747 789 46
755 857 1
771 877 49
2271 26 13
1551 1505 41
947 905 13
1705 106 28
1422 1024 9
1711 373 78
1968 221 7
2216 1306 54
532 2197 79
422 1038 36
1331 1015 1
128 910 75
308 2174 62
543 165 14
821 448 41
1377 1030 49
896 720 28
1259 1181 47
695 1225 12
1232 1292 46
1987 1741 81
1226 1649 55
316 1548 63
18 435 12
59 299 49
1058 729 52
459 725 69
1166 1132 31
1095 490 11
2008 1406 66
1449 2260 43
1433 1896 11
1761 1825 62
1299 628 50
1928 2244 79
121 1435 77
1063 246 9
1459 1296 4
587 655 56
581 983 19
423 209 9
72 1145 47
957 1584 71
1008 1511 79
235 2052 63
754 1010 31
1408 174 40
763 2113 55
1547 284 33
1328 1605 30
424 1849 33
642 1809 64
1961 1127 55
750 451 82
987 1813 47
653 1326 56
1999 940 60
1266 605 57
1626 48 3
1306 1808 81
1335 799 49
2201 1109 79
1761 400 19
949 1317 80
2078 1383 40
244 470 61
1998 2079 67
1100 2238 47
1837 1067 43
1761 2087 40
53 2183 65
673 85 82
514 309 9
1214 2247 66
2031 2130 80
1472 1408 76
1948 614 80
1090 1858 3
2253 73 7
341 2079 15
1583 1891 18
2134 1073 33
1550 123 58
152 1935 78
522 2046 23
25 1051 8
798 1730 59
1874 1661 49
760 455 14
2217 2254 28
2274 1053 56
2252 1719 55
2111 1138 15
1716 1709 42
759 588 77
1418 1363 57
1581 2083 50
1184 882 82
103 2213 42
518 1361 32
108 1625 71
100 518 80
718 1572 35
1701 568 25
2293 1318 81
810 1823 77
1315 2103 48
1208 363 55
866 1576 9
1771 1873 55
1769 99 63
1542 1977 30
66 2228 43
1796 1103 6
1388 697 40
39 576 71
120 1833 41
1159 983 34
1542 239 71
1130 1625 43
629 1424 52
298 239 24
60 818 12
329 800 59
426 1205 4
980 2304 37
111 1348 50
1658 1295 25
327 461 23
518 660 58
1830 1513 70
1725 388 36
417 1610 59
1902 1739 77
546 1303 19
1351 1460 46
1302 1625 66
2264 2284 26
1627 1082 18
1460 1087 23
1829 1021 65
430 1821 40
2255 755 62
1272 2109 30
652 2017 79
577 232 62
5 27 78
1801 896 22
56 743 4
1633 1306 69
345 1935 3
1896 575 77
1286 356 75
628 718 40
307 421 40
361 1957 53
1407 72 5
1712 1590 24
436 2237 6
1923 1761 31
375 848 63
2049 2164 23
1067 1382 15
2056 173 6
517 570 16
980 2045 46
1116 113 46
1986 1101 70
721 825 37
531 1307 70
1604 1393 16
2026 33 37
1969 396 46
603 2277 30
328 1654 63
2129 1546 77
822 28 69
1846 176 22
565 418 78
576 803 71
551 409 46
1224 1 10
1555 795 15
822 704 50
2154 1570 44
201 1070 10
2223 1528 76
1795 1509 41
1762 888 68
1004 2117 36
7 2170 4
211 621 40
1163 247 65
116 73 28
1031 346 51
726 629 34
1392 30 54
1077 1892 24
636 390 52
1402 220 39
796 2089 4
615 229 15
972 1579 70
1343 341 65
1251 141 79
498 197 4
2149 1590 15
2133 1596 9
999 1765 33
209 2288 35
733 296 8
639 270 69
2295 244 58
2004 56 44
199 1650 27
1849 1336 63
652 2042 44
843 2297 11
1807 465 28
29 2059 45
1722 1480 9
889 2202 19
335 1306 9
1184 1533 3
1506 568 28
175 1874 45
2086 44 9
1821 1035 48
845 1795 4
1957 1027 60
1200 530 69
462 781 51
135 1434 15
2094 1181 55
1247 619 28
1338 2110 59
507 861 79
682 1708 54
1641 142 12
50 1334 43
53 1111 80
364 1183 38
278 2143 35
2237 156 58
613 37 29
80 961 78
1204 22 67
409 353 74
227 568 59
521 974 39
1093 232 41
926 566 76
85 2151 47
1074 1221 30
1871 105 63
2020 782 48
1583 1496 52
1188 2078 12
1711 1549 16
65 694 53
1897 2292 24
378 1413 34
936 846 58
116 899 3
697 1766 47
729 74 76
1719 605 21
1238 1551 31
1070 1152 47
1675 1287 71
1517 962 61
1352 456 55
444 2303 43
1519 1762 41
1354 1097 7
1212 72 2
1547 1883 40
1823 1800 62
2120 708 63
1934 1823 39
1674 522 56
1689 342 30
2253 1647 64
339 1371 1
81 1502 16
1909 307 81
420 271 72
914 721 27
615 1670 4
319 1167 39
1821 842 72
334 102 46
122 2118 15
2055 2300 27
1178 2281 22
9 867 48
2155 1573 24
9 853 14
833 752 79
487 2080 11
528 1990 80
50 2253 27
1214 1188 4
1945 1354 14
1092 1695 66
728 147 82
1987 1514 26
912 2001 77
127 1416 10
1019 738 73
181 2143 66
32 1957 33
1557 1766 41
631 62 73
1312 743 11
1962 2132 14
1562 1209 34
1795 36 60
316 614 4
132 1858 43
1769 1937 76
149 1726 77
819 2275 57
